,File,Folder
164,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Oct\West. Motel_Oct Saving.pdf,motel
165,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Dec\WM_DirectInvoice.aspx.pdf,motel
166,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Dec\Xerox Scan_11302022155023.pdf,motel
167,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Dec\Xerox Scan_11302022155039.pdf,motel
168,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Nov\CHFA Nov Payment copy.pdf,motel
169,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Nov\Denise Marfil Oct Reimbursement Check Copy.pdf,motel
170,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Nov\Fax PM check.pdf,motel
171,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Nov\LCFC Nov Interest Check Copy.pdf,motel
172,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Nov\Screen Shot 2022-11-14 at 10.51.57 AM.png,motel
173,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\cc_HomedepotMotel Hardware.pdf,motel
174,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\Cindy_s 1st Oct Payment.pdf,motel
175,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\Cindy_s Finalpayment .pdf,motel
176,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\Denise_2nd Oct Pay_ck.pdf,motel
177,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\HomeDepot_HArdware Motels.pdf,motel
178,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\LCFC Loan Payment.pdf,motel
179,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\Office Depot_Motel.pdf,motel
180,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\S_S Trash Service_Invoice.pdf,motel
181,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\S_S Water Invoice.pdf,motel
182,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\The Fax_Oct Mag Fee.pdf,motel
183,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\The Fax_Sept Mag Fee.pdf,motel
184,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Oct\Voided Ck.pdf,motel
185,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Sept\$450.90.pdf,motel
186,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Sept\DEDUCTIBLE.pdf,motel
187,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\Sand _ Sage Monthly Invoices\Sept\Sandy_Sept one week pay.pdf,motel
188,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Dec\Xerox Scan_11302022154951.pdf,motel
189,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Dec\Xerox Scan_11302022155006.pdf,motel
190,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Dec\Xerox Scan_12022022104647.pdf,motel
191,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Nov\CHFA.pdf,motel
192,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Nov\Denise_pay 1st half Nov.pdf,motel
193,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Nov\Latino Community.pdf,motel
194,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Nov\Screen Shot 2022-11-14 at 10.41.02 AM.png,motel
195,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Nov\The Fax Partnership.pdf,motel
196,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Nov\Waste Mng_Nov Invoice .pdf,motel
197,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\Denise 1st Oct Pay + Denver Fence Payment.pdf,motel
198,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\Denver Fencing Invoice.pdf,motel
199,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\Fence Repair Estimate.pdf,motel
200,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\Junk Trunk Invoice(1).pdf,motel
201,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\Junk Trunk Invoice.pdf,motel
202,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\LCFC Loan Payment.pdf,motel
203,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\Pacific Lodging .pdf,motel
204,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\Pacific Lodging _Motel Supplies.pdf,motel
205,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\The Fax Denver Mail - Your Payment With The Junk Trunk.pdf,motel
206,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\The Fax_Oct Mag Fee.pdf,motel
207,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\The Fax_Sept Mag Fee.pdf,motel
208,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\Walmart_Motel.pdf,motel
209,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Oct\Westerner_Water Invoice.pdf,motel
210,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2022 Motels Invoices\The Westerner Monthly Invoices\Sept\Sandy_Sep One week pay.pdf,motel
211,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Budget\Oct 25_Updated_The FAX budget, FY2023.xlsx",comm
212,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 DEDO CDBG award letter-Contract\2023 Award letter_The FAX.pdf,admin
213,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Bank Activity.xlsx,admin
214,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\Aseel 2023 Fax Reimbursement Form.xlsx,admin
215,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\Denise Marfil Motel reinbursment.xlsx,motel
216,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\Monica 2023 Fax Reimbursement Form.xlsx,admin
217,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\Staff Invoice Folder.html,admin
218,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\7 Leguas_Safety Breakfast.pdf,admin
219,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Adobe Subscribtion_NA Grant .pdf,admin
220,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Amy Reinbursment.pdf,admin
221,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Andy Bosselman payment.pdf,admin
222,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Andy Bosselman_photographer invoice.pdf,admin
223,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\April Bill Pay - MHYC-Elevations.pdf,admin
224,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Aseel Reinbursment.pdf,admin
225,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\CHFA loan invoice .pdf,admin
226,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\CHFA_April loan payment.pdf,admin
227,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Collective marketing invoice.pdf,admin
228,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Collective Marketing payment.pdf,admin
229,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Colorado Nonprofit invoice.pdf,admin
230,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\CO_Access_4_11_23_04122023102819.pdf,admin
231,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Denver Water.pdf,admin
232,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Denver Water_motel April water bill.png,motel
233,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Energy Outreach Colorado_check pdf.pdf,admin
234,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Fax March 2023 CC Statement.pdf,comm
235,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Invoice from American Backflow Consulting _ Services 04-07-23 13-41-28.pdf,admin
236,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Latino Comm Fund_April loan payment.pdf,admin
237,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Lori Ann CFO_March.pdf,admin
238,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Lori Ann_March invoice payment.pdf,admin
239,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Mile High Youth Corps_April invoice.pdf,admin
240,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Montview Boulevard Presbyterian Church_checkpdf.pdf,admin
241,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\Root Policy_April printing.pdf,admin
242,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\State-Wide Lock _ Safe invoice.pdf,admin
243,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\State-Wide Lock _ Safe.pdf,admin
244,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\April\The Fax Denver Mail.pdf,admin
245,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\August\Invoice_1865_2023-08-10.pdf,admin
246,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Airtable backup invoice.pdf,admin
247,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Airtable invoice.pdf,admin
248,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Amys mouse.pdf,admin
249,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Aseel and Lizeth lunch_AseelCC.pdf,admin
250,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Aseel cc _walmart $8.25.pdf,admin
251,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Aseel_Feb Reimbu.pdf,admin
252,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Bank Transfer_2_28.pdf,admin
253,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Bank wire transfer.pdf,admin
254,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Banners.png,admin
255,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\BeauxSimon Consulting Payment.png,admin
256,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\BeauxSimon Consulting_2023 Motels.png,motel
257,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Benevity Giving.pdf,admin
258,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Boxes.pdf,admin
259,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\CC statement Jan11-Feb 7.pdf,comm
260,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\CC Transactions-031022.pdf,admin
261,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\CcAseel_02022023084643.pdf,admin
262,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Chair Rental_Logo event Equip. Rental.pdf,admin
263,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\CHFA Membership Invoice_Payment.pdf,admin
264,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\CHFA_Motel Loan Payment.pdf,motel
265,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Chop Shop _Staff Lunch.png,admin
266,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\City Payment.pdf,admin
267,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Clings and Stickers.pdf,admin
268,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Coffee Receipt Monica CC-21023.pdf,admin
269,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Comcas fax landline Feb.pdf,admin
270,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Comcast fax landline Feb.pdf,admin
271,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\El Tamarindo Feb 17.pdf,admin
272,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\El Tamarindo lunch Monica CC.pdf,admin
273,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Falcon Surveying.pdf,admin
274,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Famous Buffalo Wings_Feb_Board Meeting Food.pdf,admin
275,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Feb MM HSA Payment.pdf,admin
276,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Febshopping_02152023102046.pdf,admin
277,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Hampden Press Payment $191.8.png,admin
278,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Hampden Press Payment $283.25.png,admin
279,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Hampden Press(1).pdf,admin
280,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Hampden Press.pdf,admin
281,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Hampden Press_$169.35.png.pdf,admin
282,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Hapden Press Payment_RSO Mailer.png,rso
283,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Hunger Free Colorado_2_18.pdf,admin
284,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\January Invoice.pdf,admin
285,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Labels.pdf,admin
286,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Latino Community Motel Loan payment.pdf,motel
287,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Lori Anne_CFO Jan Invoice.pdf,admin
288,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\MHYC Feb Rent Payment.pdf,admin
289,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Monica and Amy lunch.pdf,admin
290,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Office Cabinet.pdf,motel
291,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Outreach Staff lunch 3 places_Aseel CC.pdf,admin
292,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Pablos Coffe_Monica Coffee.pdf,admin
293,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Pens.pdf,admin
294,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Periodic Report _$110.pdf,admin
295,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Sams Club_Reimbus form charge_Aseel Personal CC_.pdf,rso
296,"C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Scan Mar 3, 2023 at 11.05 AM.pdf",admin
297,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\SurveyMonkey - My Account_ Billing Details(1).pdf,admin
298,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\SurveyMonkey - My Account_ Billing Details.pdf,admin
299,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\The Fax Invoice_209703.pdf,admin
300,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\The Fax Invoice_210624.pdf,admin
301,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Tissue paper.pdf,admin
302,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Tote Bags.pdf,admin
303,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Tumbler.png,admin
304,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Uhaul invoice.pdf,admin
305,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Feb\Veronica and Lizeth mouse.pdf,admin
306,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Ace Purchase_Motels.png,motel
307,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Ad Verbum Publishing_spanish Translation.pdf,motel
308,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Amy Lunch_Phoenician Kabob.pdf,admin
309,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Aseel Phone Reimb.pdf,admin
310,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\AVP_Spanish Translation_Pocket Guide_Easy to Use Low Cost Accounting Software Options_English_ Final - Sheet1.pdf,motel
311,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Collective Marketing Oct invoice Replacement Ck.pdf,admin
312,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Collective Marketing_Dec invoice .pdf,admin
313,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Denver Water S_S Auto payment .pdf,admin
314,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Erio Marketing.pdf,admin
315,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Honey Hill Coffee.png,admin
316,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Invoice 0854 - The Fax Partnership.pdf,admin
317,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Invoice_1772_2023-01-21.pdf,admin
318,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Jan 2023 Credit Card Statement.pdf,comm
319,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Lori Anne CFO Dec Invoice.png,admin
320,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Lori Anne CFO Nov Invoice.png,admin
321,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Lori Anne_CFO.pdf,admin
322,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Lorin Anne CFO Dec Invoice.pdf,admin
323,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\MHYC_Rent.pdf,admin
324,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Monica Q4+Jan Reimb.pdf,admin
325,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\PAYMENT_ADVICE.pdf,admin
326,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Receipt from Pablo_s Coffee FAX.pdf,admin
327,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Root Policy_Feb invoice.png,admin
328,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Root Policy_Printing.pdf,admin
329,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\Simply Smile.pdf,admin
330,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\The Fax_C-District_Collective Invoice_December 2022.pdf,admin
331,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\2023 Fax Accounting\2023 Fax Invoices\Jan\USPS_Stamps.pdf,admin
