,Filename,doc_word_count,motel_words,bso_words,edo_words,rso_issues_words,comm_words,admin_words,motel_words_perc,bso_words_perc,edo_words_perc,rso_issues_perc,comm_words_perc,admin_perc
31,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\CDBG 2023 Contract\Jan\Salary worksheets\Honey_Jan 23.docx,26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
32,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\CDBG 2023 Contract\Jan\Salary worksheets\Monica_Jan 23.docx,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
33,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\CDBG 2023 Contract\Jan\Salary worksheets\Tunde_Jan 23.docx,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
34,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\CDBG 2023 Contract\Jan\Salary worksheets\Veronica_Jan 23.docx,25,0,1,0,0,0,0,0.0,0.04,0.0,0.0,0.0,0.0
35,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\Consent forms\BSO\BSO Liability Release Form.docx,67,0,1,0,0,0,0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0
36,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\DEDO 2023 Work\Reporting Work\Quarterly Reporting\Q1\Q 1_DEDO Reporting.docx,18,0,1,0,0,0,0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0
37,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\DEDO_CDBG_C-District\Grant Application\submitted 2022_neighborhood_services_nofa_application (1).docx,4529,0,76,16,17,0,0,0.0,0.016780746301611835,0.0035327886950761757,0.003753587988518437,0.0,0.0
38,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\DEDO_CDBG_C-District\Report\Q2_NEST Metrics_CDBG_TheFax 7_14_22 (1).docx,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
39,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\Final_Submitted I-District Budget Cap+Contract\The Fax_ExhA_PrtI_SoS_202062350.docx,833,0,13,3,0,0,0,0.0,0.015606242496998799,0.003601440576230492,0.0,0.0,0.0
40,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\HFC SNAP Invoice\HFC Aseel_s_tracking sheet.docx,0,0,0,0,0,0,0,,,,,,
41,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\HotSpot Grant\Contract\HRCP Scope of Work_The FAX Partnership.docx,344,0,18,0,3,0,0,0.0,0.05232558139534884,0.0,0.00872093023255814,0.0,0.0
42,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\HotSpot Grant\Progress Report\Progress Report Template\DPD Hot Spot Report Template.docx,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\I-District letters of support\African Leadership Council support letter.docx,122,0,2,1,0,0,0,0.0,0.01639344262295082,0.00819672131147541,0.0,0.0,0.0
44,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\I-District letters of support\Ashley Elementary support letter.docx,119,0,2,1,0,0,0,0.0,0.01680672268907563,0.008403361344537815,0.0,0.0,0.0
45,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\I-District letters of support\Brother_s Redevelopment I district support letter.docx,148,0,1,1,0,0,0,0.0,0.006756756756756757,0.006756756756756757,0.0,0.0,0.0
46,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\I-District letters of support\East Colfax Neighborhood Association Support Letter.docx,159,0,1,2,0,0,0,0.0,0.006289308176100629,0.012578616352201259,0.0,0.0,0.0
47,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\I-District letters of support\Greater Parkhill Community support letter.docx,131,0,2,1,0,0,0,0.0,0.015267175572519083,0.007633587786259542,0.0,0.0,0.0
48,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\I-District letters of support\Historic Montclair RNO.docx,105,0,3,2,0,0,0,0.0,0.02857142857142857,0.01904761904761905,0.0,0.0,0.0
49,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\I-District letters of support\Hope Communities support letter.docx,115,0,0,1,0,0,0,0.0,0.0,0.008695652173913044,0.0,0.0,0.0
50,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\I-District letters of support\Mercy Housing support letter.docx,119,0,2,1,0,0,0,0.0,0.01680672268907563,0.008403361344537815,0.0,0.0,0.0
51,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\I-District letters of support\Montclair Elementary support letter.docx,130,0,3,2,0,0,0,0.0,0.023076923076923078,0.015384615384615385,0.0,0.0,0.0
52,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\I-District letters of support\Sample_I-District_Letter of Support.docx,116,0,2,1,0,0,0,0.0,0.017241379310344827,0.008620689655172414,0.0,0.0,0.0
53,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\I-District letters of support\Street Fraternity support letter.docx,119,0,2,1,0,0,0,0.0,0.01680672268907563,0.008403361344537815,0.0,0.0,0.0
54,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\I-District letters of support\Signed letters of Support\BRI-C District Support Letter.docx,159,0,1,1,0,0,0,0.0,0.006289308176100629,0.006289308176100629,0.0,0.0,0.0
55,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\Job Discribtions\Aseel_ Director of Operations Job Description 2023.docx,380,1,0,0,0,0,0,0.002631578947368421,0.0,0.0,0.0,0.0,0.0
56,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\11_16_2022 Agenda - Governance Committee_.docx,174,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
57,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\2022 in review mailer ideas.docx,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
58,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Business Outreach Manager Job Description 2022.docx,347,0,12,0,0,0,0,0.0,0.0345821325648415,0.0,0.0,0.0,0.0
59,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Communications-Outreach Assistant Job Description 2022.docx,363,0,2,0,0,0,0,0.0,0.005509641873278237,0.0,0.0,0.0,0.0
60,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Deputy Director Job Description 2022.docx,451,0,7,0,2,0,0,0.0,0.015521064301552107,0.0,0.004434589800443459,0.0,0.0
61,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Director of Operations Job Description 2023.docx,382,1,0,0,0,0,0,0.002617801047120419,0.0,0.0,0.0,0.0,0.0
62,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\East Colfax Cultural District Community Logo Input Survey.docx,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
63,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Equitable Development Manager Job Description 2022.docx,336,0,3,2,0,0,0,0.0,0.008928571428571428,0.005952380952380952,0.0,0.0,0.0
64,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Estimate_1012_from_Zen_llc.docx,59,0,1,0,0,0,0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0
65,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Example Whistleblower Policy 2022.docx,314,0,2,0,0,0,0,0.0,0.006369426751592357,0.0,0.0,0.0,0.0
66,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Gift Acceptance Policy 2022.docx,417,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Governance Committee 10_19_2022 Agenda.docx,64,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
68,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Governance Workplan 11.2022 Draft.docx,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
69,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Housing Navigator Job Description 2022.docx,311,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
70,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Kelly _ Monica 1-on-1.docx,1794,1,23,2,0,0,0,0.0005574136008918618,0.01282051282051282,0.0011148272017837235,0.0,0.0,0.0
71,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\MHYC Lease Addition Nov 2022.docx,66,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
72,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Outreach Assistant Job Description 2022.docx,321,0,6,0,0,0,0,0.0,0.018691588785046728,0.0,0.0,0.0,0.0
73,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Untitled document(1).docx,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
74,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\kelly@thefaxdenver.com\Untitled document.docx,152,0,4,0,0,0,0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0
75,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\03_08_22-Sabe EMPLOYEE REVIEW.docx,221,0,10,0,0,0,0,0.0,0.04524886877828054,0.0,0.0,0.0,0.0
76,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\100121_Fax_Wells Fargo Hope to the Streets.docx,255,0,21,0,15,0,0,0.0,0.08235294117647059,0.0,0.058823529411764705,0.0,0.0
77,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\2020_W-4 Form.docx,1326,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
78,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Amlaku_s f EMPLOYEE REVIEW.docx,167,0,7,0,0,0,0,0.0,0.041916167664670656,0.0,0.0,0.0,0.0
79,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Business email 3_14_22.docx,80,0,2,0,0,0,0,0.0,0.025,0.0,0.0,0.0,0.0
80,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Copy of Notes from Focus Group (1_26_22).docx,150,0,0,1,0,0,0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0
81,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\CO_Gives_Day_Article.docx,102,0,2,1,0,0,0,0.0,0.0196078431372549,0.00980392156862745,0.0,0.0,0.0
82,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\CO_Gives_Day_Board_instructions.docx,245,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
83,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Dec 2021-Fax Hotspot Grant #1.docx,811,0,45,3,18,0,0,0.0,0.055487053020961775,0.0036991368680641184,0.02219482120838471,0.0,0.0
84,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\East Colfax Thrives_Fee for Service.docx,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
85,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\EMPLOYEE REVIEW.docx,170,0,7,0,0,0,0,0.0,0.041176470588235294,0.0,0.0,0.0,0.0
86,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Fax_Personnel manual_Jan 2020.docx,6229,0,29,1,0,0,0,0.0,0.004655642960346765,0.00016053941242575052,0.0,0.0,0.0
87,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\FGTo_Do.docx,16,0,1,0,0,0,0,0.0,0.0625,0.0,0.0,0.0,0.0
88,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Food_Distribution_Newsletter.docx,86,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
89,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Health and Resource Far.docx,37,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
90,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\ID Intro Biz email_.docx,121,0,9,0,0,0,0,0.0,0.0743801652892562,0.0,0.0,0.0,0.0
91,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\ID_Breakfast_Agenda.docx,608,1,16,0,0,0,0,0.001644736842105263,0.02631578947368421,0.0,0.0,0.0,0.0
92,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\IEC_Sept_Run of Show.docx,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
93,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\International Cultural District Meeting 2_4_22.docx,66,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
94,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\International District Phases.docx,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
95,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Intuit Blank_Direct-Deposit-Form(1).docx,139,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
96,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Intuit Blank_Direct-Deposit-Form.docx,139,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
97,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Land acquisition.docx,71,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
98,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Mariana_s 6 month review.docx,143,0,1,0,0,0,0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0
99,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Meeting with David_.docx,209,0,4,0,3,0,0,0.0,0.019138755980861243,0.0,0.014354066985645933,0.0,0.0
100,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Mini Grants SOWTHE_FAX.docx,117,0,8,0,3,0,0,0.0,0.06837606837606838,0.0,0.02564102564102564,0.0,0.0
101,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Montclair _Focus_Group.docx,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\M_A_M Meeting 8_30_2021.docx,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
103,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Notes for Meeting with John F. 2_17_22.docx,32,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
104,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Nov 2021 Fax Board Minutes.docx,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Org_Chart.docx,0,0,0,0,0,0,0,,,,,,
106,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Participatory_Budgeting.docx,552,0,6,6,12,0,0,0.0,0.010869565217391304,0.010869565217391304,0.021739130434782608,0.0,0.0
107,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\PERFORMANCE REVIEW.docx,152,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
108,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Postcard text.docx,60,0,4,0,0,0,0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
109,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Project proposal(1).docx,123,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
110,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Project proposal.docx,123,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
111,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\SHIFT 2021 Application_The_Fax_Partnership.docx,215,0,1,0,0,0,0,0.0,0.004651162790697674,0.0,0.0,0.0,0.0
112,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Untitled document(1).docx,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
113,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Untitled document.docx,0,0,0,0,0,0,0,,,,,,
114,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Vaccine Clinic meeting.docx,87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
115,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Veronica Conchas_Nov 2021_EMPLOYEE REVIEW.docx,167,0,1,0,3,0,0,0.0,0.005988023952095809,0.0,0.017964071856287425,0.0,0.0
116,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\Wells Fargo_Hope to Streets_Fax.docx,280,0,30,0,15,0,0,0.0,0.10714285714285714,0.0,0.05357142857142857,0.0,0.0
117,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\BSO Friday Meetings\03-25-22_Fri_BSO Meeting.docx,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
118,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\BSO Friday Meetings\04-01-22_BSO Meeting.docx,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
119,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\BSO Friday Meetings\4-22-22_BSO Meeting.docx,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
120,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\BSO Friday Meetings\4_15_22_BSO Meeting.docx,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
121,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\BSO Friday Meetings\4_29_22_BSO Meeting.docx,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
122,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\BSO Friday Meetings\4_8_22 BSO_Fri_Meeting.docx,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
123,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\BSO Friday Meetings\5_6_22_BSO_friday_agenda.docx,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
124,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\BSO Friday Meetings\April 18th_Staff_weekly_meeting.docx,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
125,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\BSO Friday Meetings\BSO_meetingagenda_2_18_22.docx,92,0,7,0,0,0,0,0.0,0.07608695652173914,0.0,0.0,0.0,0.0
126,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\BSO Friday Meetings\BSO_meetingagenda_2_25_22.docx,92,0,7,0,0,0,0,0.0,0.07608695652173914,0.0,0.0,0.0,0.0
127,C:\Users\ramosv\Desktop\MileHighHack\organize_chaos\Documents\mariana@thefaxdenver.com\BSO Friday Meetings\BSO_meetingagenda_3_4_22.docx,85,0,4,0,0,0,0,0.0,0.047058823529411764,0.0,0.0,0.0,0.0
